SourceFile	Instrument	SerialNumber	DeconvolutionEngine	StartTimeStamp	RTDuration	mzMLMS1Count	mzMLMSnCount	DeconvMSnWithPeaksCount	DeconvMSnWithoutPeaksCount	DeconvMSnWithPeaksFraction	Redundancy	HighestDegree	LargestComponentSize	ComponentCount	mzMLHCDCount	mzMLCIDCount	mzMLETDCount	mzMLECDCount	mzMLEThcDCount	mzMLETciDCount	mzMLPreZMin	mzMLPreZQ1	mzMLPreZQ2	mzMLPreZQ3	mzMLPreZMax	DeconvPreZMin	DeconvPreZQ1	DeconvPreZQ2	DeconvPreZQ3	DeconvPreZMax	DeconvPreMassMin	DeconvPreMassQ1	DeconvPreMassQ2	DeconvPreMassQ3	DeconvPreMassMax	mzMLPeakCountMin	mzMLPeakCountQ1	mzMLPeakCountQ2	mzMLPeakCountQ3	mzMLPeakCountMax	DeconvPeakCountMin	DeconvPeakCountQ1	DeconvPeakCountQ2	DeconvPeakCountQ3	DeconvPeakCountMax	AALinkCountMin	AALinkCountQ1	AALinkCountQ2	AALinkCountQ3	AALinkCountMax	TagLengthMin	TagLengthQ1	TagLengthQ2	TagLengthQ3	TagLengthMax	AALinkCountAbove2	TagLengthAbove2
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F1_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-10T16:04:43Z	75.1409	2081	2702	2615	87	0.96780163	0.001559773	83	172	1953	2702	0	0	0	0	0	4	6	8	11	49	0	6	8	12	30	648.99271	5728.53254	8310.11504	10827.65832	25237.94861	10	332	592	943	3563	0	17	36	67	248	0	3	10	26	246	0	1	3	5	29	2014	1341
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F1_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-10T17:38:38Z	75.55731	2077	2707	2607	100	0.9630587	0.0017733707	92	124	1987	2707	0	0	0	0	0	4	6	8	11	48	0	6	8	12	30	663.4566	5772.95198	8289.66576	10874.63862	28200.1423	13	304	569	931	3679	0	15	33	65	230	0	3	9	25	239	0	1	3	5	30	1940	1290
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F1_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-10T19:12:28Z	74.60419	2053	2716	2615	101	0.96281296	0.0016136087	92	133	1956	2716	0	0	0	0	0	4	6	8	11	48	0	6	8	12	30	751.58313	5652.26577	8454.6056	10887.64574	25891.06879	10	290	563	920	3691	0	14	33	63	256	0	3	8	24	228	0	1	2	5	30	1933	1253
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F2_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-10T21:48:07Z	74.440414	2076	2642	2578	64	0.97577596	0.0019820859	101	164	1849	2642	0	0	0	0	0	4	6	8	11	50	0	6	8	12	29	683.41367	5490.45817	8000.25078	11092.80513	28262.97119	54	601	916	1275	4455	0	28	57	92	267	0	6	15	37	247	0	2	3	6	26	2247	1465
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F2_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-10T23:22:02Z	75.04616	2041	2670	2595	75	0.9719101	0.0021160436	116	185	1875	2670	0	0	0	0	0	4	6	8	11	49	0	6	8	12	30	668.16755	5607.57605	7922.16196	10885.66246	25627.1457	19	580	887	1238	5370	0	27	54	90	351	0	6	14	37	247	0	2	3	6	24	2242	1501
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F2_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T00:55:52Z	75.00666	2056	2663	2586	77	0.97108525	0.0022911646	112	202	1863	2663	0	0	0	0	0	4	6	8	11	49	0	6	9	12	30	717.38325	5723.30726	8360.02337	11235.57314	28048.69773	30	601	912	1258	4610	0	28	56	91	267	0	6	15	37	252	0	2	3	6	24	2260	1474
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F3_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T05:35:12Z	74.57911	2082	2433	2344	89	0.9634197	0.0007203215	46	55	1930	2433	0	0	0	0	0	4	5	8	12	49	0	6	10	14	30	662.44709	5677.45943	9535.86028	12796.31575	27038.09351	35	510	755	1058	3602	0	20	39	70	288	0	4	9	20	233	0	1	2	4	29	1893	1019
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F3_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T07:09:08Z	74.848724	2063	2456	2395	61	0.97516286	0.0005483437	35	53	2023	2456	0	0	0	0	0	4	5	7	12	49	0	6	9	14	30	662.44753	5471.97577	8670.47675	12598.62301	27175.55242	11	461	709	1025	5438	0	18	36	66	256	0	3	8	18	227	0	1	2	4	23	1870	966
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F3_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T08:42:57Z	74.99402	2057	2439	2362	77	0.9684297	0.00051894656	36	92	1978	2439	0	0	0	0	0	4	5	7	12	49	0	6	9	14	28	650.59992	5492.78057	8432.19194	12693.77304	25056.00901	10	469	704	1005	3060	0	18	36	66	256	0	3	8	19	215	0	1	2	4	20	1865	943
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F4_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T11:18:36Z	75.46675	2083	2239	2183	56	0.9749888	0.00027879796	19	26	1927	2239	0	0	0	0	0	4	5	7	11	50	0	6	9	14	30	717.44577	5420.56447	8525.19738	13071.7772	27856.69917	24	491	721	1026	4266	0	18	34	61	286	0	3	7	15	225	0	1	2	3	19	1674	786
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F4_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T12:52:32Z	75.65554	2071	2276	2205	71	0.9688049	0.00026873423	17	31	1950	2276	0	0	0	0	0	4	5	7	11	50	0	5	9	14	30	718.32721	5354.73038	8354.39014	12972.43547	26617.78089	34	496	721	1022	4142	0	18	33	58	278	0	3	7	15	305	0	1	2	3	28	1704	804
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F4_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T14:26:20Z	75.65742	2072	2259	2193	66	0.97078353	0.0002804211	20	25	1942	2259	0	0	0	0	0	4	5	7	11	49	0	5	9	14	30	683.19639	5313.27668	8291.45994	12896.60709	27740.59204	18	478	697	989	5730	0	17	32	57	291	0	3	7	15	228	0	1	2	3	19	1646	776
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F5_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T19:05:39Z	80.94417	788	1135	1006	129	0.8863436	7.9127225E-05	4	8	972	1135	0	0	0	0	0	4	20	25	32	48	0	1	1	1	6	652.13233	889.11357	1013.91978	1263.19829	4392.52397	3	1213	3210	3781	5708	0	5	13	22	73	0	0	3	7	53	0	0	1	2	10	490	183
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F5_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T20:39:35Z	81.02411	811	1128	989	139	0.87677306	0.00013508923	6	10	945	1128	0	0	0	0	0	6	19	25	33	50	0	1	1	1	5	652.37633	876.68988	1002.29735	1221.24028	4249.27947	5	1437	3274	3818	5644	0	6	15	23	70	0	0	3	7	34	0	0	1	2	9	530	203
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F5_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-11T22:13:25Z	80.74062	745	1171	1000	171	0.85397094	8.608609E-05	6	8	970	1171	0	0	0	0	0	7	20	25	33	50	0	1	1	1	5	652.13468	877.3156	1001.47957	1233.71477	3986.96087	5	1183	3171	3750	5724	0	4	13	22	66	0	1	3	7	54	0	1	1	2	10	496	174
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F6_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-12T00:49:04Z	80.74246	777	1087	949	138	0.8730451	8.8923276E-05	6	10	924	1087	0	0	0	0	0	7	23	29	35	49	0	1	1	1	5	656.71886	887.70639	1032.15129	1440.8997	4310.86173	4	751	2482	3655	5961	0	3	11	22	69	0	0	2	7	74	0	0	1	2	11	412	170
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F6_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-12T02:22:59Z	76.56057	863	1056	941	115	0.8910985	9.7225675E-05	6	7	913	1056	0	0	0	0	0	8	24	29	35	50	0	1	1	1	5	652.54041	868.6449	1005.90288	1251.84392	4368.27781	7	901	2666	3660	5656	0	3	11	21	64	0	0	2	6	45	0	0	1	2	11	384	154
20181010_rmi049_75idPLRPS_APA_Mono_Cyto_F6_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-12T03:56:48Z	77.216	799	1078	939	139	0.8710575	0.000111264766	7	12	903	1078	0	0	0	0	0	4	24	29	35	49	0	1	1	1	5	652.13307	878.9868	1013.10957	1291.78618	4347.24092	7	785	2526	3719	6031	0	3	10	21	72	0	0	2	7	54	0	0	1	2	11	395	160
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F1_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-18T19:31:48Z	68.27465	2982	92	89	3	0.9673913	0.008426966	7	13	74	92	0	0	0	0	0	4	5	6	7	22	0	4	6	7	22	664.30902	3375.70217	4780.47075	5427.66967	28134.86695	18	102	198	329	1075	0	4	11	30	81	0	0	2	10	62	0	0	1	3	7	36	30
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F1_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-18T21:05:44Z	51.28222	3119	23	21	2	0.9130435	0.01904762	2	3	17	23	0	0	0	0	0	4	4	5	6	8	0	4	4	6	7	839.45224	3375.70325	4779.46862	4917.48667	9904.41678	38	84	142	190	553	0	6	10	22	55	0	0	0	10	26	0	0	0	3	6	8	8
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F1_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-18T22:39:34Z	76.569595	3112	28	25	3	0.89285713	0.016666668	2	3	20	28	0	0	0	0	0	4	4	5	6	28	0	4	4	6	29	820.37479	2985.54773	4780.46927	4917.48572	19029.78531	28	58	165	459	1027	0	5	17	29	52	0	0	1	8	25	0	0	1	3	6	11	8
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F2_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T01:15:14Z	51.2181	3123	23	21	2	0.9130435	0.004761905	1	2	20	23	0	0	0	0	0	4	5	6	8	15	3	4	6	7	15	2269.47805	3375.70417	4814.63707	9246.91386	10851.86891	16	54	119	167	425	0	2	6	14	49	0	0	1	4	22	0	0	1	3	5	7	7
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F2_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T02:49:10Z	76.03539	3124	24	22	2	0.9166667	0.012987013	2	3	19	24	0	0	0	0	0	4	5	6	9	28	1	5	6	8	28	878.73924	3375.70242	4916.48492	9247.91289	18709.21202	31	65	134	281	1014	0	4	15	25	53	0	0	1	3	20	0	0	1	2	5	9	6
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F2_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T04:23:01Z	72.22682	3133	22	20	2	0.90909094	0.021052632	2	4	16	22	0	0	0	0	0	4	5	7	9	15	0	4	6	8	15	1502.73991	4780.47145	4917.49252	9245.91027	10851.87591	39	49	174	429	976	0	1	17	33	66	0	1	5	13	29	0	1	2	3	6	12	9
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F3_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T09:02:25Z	79.24514	2216	619	591	28	0.95476574	0.060793255	127	332	201	619	0	0	0	0	0	4	7	13	18	26	0	8	15	19	28	695.43284	6988.91714	11402.0696	13889.82609	20162.75609	21	376	1197	1789	4066	0	23	75	138	250	0	7	30	61	374	0	2	4	7	19	490	426
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F3_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T10:36:21Z	79.73738	2148	625	607	18	0.9712	0.055453155	138	278	247	625	0	0	0	0	0	4	7	14	18	26	0	9	14	18	29	658.59173	7026.97746	11341.4168	13889.84254	20966.96791	15	439	1307	1974	4529	0	24	88	165	256	0	6	32	69	356	0	2	4	7	16	502	409
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F3_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T12:10:11Z	77.020065	2121	658	641	17	0.9741641	0.04674337	137	278	257	658	0	0	0	0	0	4	7	13	18	26	0	8	14	19	26	685.19433	6920.77011	11580.98261	13889.84278	19052.77851	20	493	1268	1994	4682	0	27	88	163	257	0	6	28	74	373	0	2	4	6	15	527	433
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T14:45:51Z	74.92759	1630	999	946	53	0.9469469	0.020506281	137	314	472	999	0	0	0	0	0	4	7	11	18	34	0	8	15	19	30	695.43195	7034.70784	12040.84968	14072.90468	21954.25121	15	352	891	1784	4588	0	17	55	135	269	0	5	19	55	294	0	2	3	6	17	760	606
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T16:19:46Z	74.81061	1535	1047	986	61	0.9417383	0.018543879	133	164	523	1047	0	0	0	0	0	4	6	11	18	33	0	8	14	19	30	860.25956	6747.61887	11914.81012	14013.8846	25626.26437	16	322	895	1749	5719	0	14	54	134	288	0	4	17	53	342	0	2	3	5	15	774	612
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F4_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T17:53:36Z	75.134476	1478	1077	1010	67	0.93779016	0.018302603	127	317	528	1077	0	0	0	0	0	4	6	10	18	50	0	8	14	19	30	676.30309	6644.8235	11770.35292	14072.90367	25643.24254	25	334	873	1745	4708	0	16	54	137	300	0	4	18	55	384	0	2	3	6	15	808	634
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-19T22:32:57Z	81.00679	625	1080	653	427	0.60462964	4.6975263E-05	3	5	644	1080	0	0	0	0	0	8	24	31	38	50	0	1	1	1	6	651.20616	854.12266	1035.30376	1321.00944	4360.9307	4	67	140	549	4049	0	0	1	6	66	0	0	0	2	28	0	0	0	1	8	113	40
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T00:06:52Z	80.93929	638	1075	620	455	0.5767442	0.00026577726	8	10	590	1075	0	0	0	0	0	8	22	30	37	50	0	1	1	1	6	650.74522	850.69054	1013.28618	1289.69096	4316.58092	6	65	158	632	4431	0	0	1	7	71	0	0	0	2	49	0	0	0	1	12	121	41
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F5_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T01:40:42Z	80.82119	620	1085	618	467	0.56958526	0.00028323708	8	15	584	1085	0	0	0	0	0	8	22	30	37	48	0	1	1	1	6	650.64124	852.75584	1024.75505	1309.52788	4319.82704	5	66	156	658	4507	0	0	1	7	71	0	0	0	3	32	0	0	0	1	8	122	43
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T04:16:22Z	81.006165	632	1096	667	429	0.60857666	0.00044122082	8	20	610	1096	0	0	0	0	0	4	26	32	38	50	0	1	1	1	6	650.83061	884.75957	1076.62431	1368.59245	4249.53812	5	69	147	670	4481	0	0	1	9	68	0	0	0	4	31	0	0	0	1	7	148	44
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T05:50:17Z	81.02327	653	1085	528	557	0.48663595	0.0012793974	19	25	457	1085	0	0	0	0	0	9	26	32	38	48	0	1	1	1	5	652.13461	885.6272	1111.52543	1377.77348	4168.66297	5	74	159	744	4867	0	0	0	8	69	0	0	1	5	31	0	0	1	2	7	145	48
20181018_rmi049_75idPLRPS_APA_T-Reg_Cyto_F6_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T07:24:06Z	80.62682	601	1106	542	564	0.49005425	0.002053052	25	67	455	1106	0	0	0	0	0	8	25	31	38	50	0	1	1	1	5	650.52925	873.64251	1091.73173	1345.28911	4165.21872	4	65	141	672	4932	0	0	0	7	65	0	0	1	7	38	0	0	1	2	6	165	59
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T12:03:39Z	75.70738	2138	2403	2342	61	0.97461504	0.012000827	213	1221	1014	2403	0	0	0	0	0	4	5	8	14	47	0	7	12	18	30	661.05421	5743.1993	9730.23556	13797.54038	22594.55995	56	1205	1690	2140	5082	0	57	99	151	342	0	12	23	44	250	0	2	3	5	18	2262	1468
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T13:37:34Z	76.0558	2136	2435	2369	66	0.97289526	0.011492761	221	1172	1087	2435	0	0	0	0	0	4	6	8	15	35	0	7	11	18	30	651.69235	5646.68747	9264.4138	13796.54347	24669.40451	36	1218	1737	2186	5074	0	57	100	148	351	0	12	23	42	223	0	2	3	4	14	2285	1452
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F1_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T15:11:24Z	75.96049	2154	2411	2349	62	0.9742845	0.010904999	216	1176	1065	2411	0	0	0	0	0	4	5	8	14	24	0	7	11	17	30	651.11087	5712.72435	9287.02171	13780.54998	22820.91794	13	1202	1713	2176	4890	0	57	100	153	335	0	12	24	43	240	0	2	3	4	15	2275	1483
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T17:47:04Z	76.17191	2024	2237	2176	61	0.97273135	0.012108688	193	1100	959	2237	0	0	0	0	0	4	6	9	15	48	0	7	11	17	30	651.40642	5624.79822	9545.42334	13796.54427	22717.93691	78	1270	1760	2270	5648	0	61	103	160	365	0	13	26	49	320	0	2	3	5	17	2073	1434
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T19:21:00Z	76.22583	2001	2252	2196	56	0.97513324	0.012007336	219	995	1066	2252	0	0	0	0	0	4	6	8	15	48	0	7	11	17	30	654.49138	5651.19998	9402.22036	13795.54553	22158.17816	14	1246	1739	2219	5476	0	58	100	154	369	0	12	23	47	471	0	2	3	5	15	2059	1418
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F2_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-20T20:54:49Z	76.27018	2002	2241	2170	71	0.9683177	0.012140064	212	962	1069	2241	0	0	0	0	0	4	6	8	15	49	0	6	11	17	30	651.45261	5578.60648	9401.22283	13780.55168	28589.74121	20	1186	1680	2138	5502	0	55	96	152	314	0	11	22	44	311	0	2	3	5	17	2034	1383
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T01:34:13Z	76.31805	2154	2065	2022	43	0.97917676	0.010771176	248	897	1054	2065	0	0	0	0	0	4	5	7	15	50	0	7	11	18	30	661.05366	5507.86682	9021.04672	13837.55738	24044.61785	17	1204	1694	2192	5099	0	53	96	149	327	0	10	22	50	271	0	2	3	4	16	1865	1196
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T03:08:09Z	76.07521	2162	2075	2017	58	0.97204816	0.010057369	199	838	1110	2075	0	0	0	0	0	4	5	7	15	50	0	6	11	18	30	666.17029	5204.39336	8843.36458	13822.55178	23196.59394	138	1105	1650	2119	5034	0	48	89	143	311	0	9	20	47	258	0	2	3	4	15	1828	1156
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F3_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T04:41:58Z	76.111206	2190	2050	2001	49	0.9760976	0.0103243375	215	799	1090	2050	0	0	0	0	0	4	5	7	15	49	0	6	11	18	30	661.05393	5205.85635	8858.35514	13824.55492	24724.17202	48	1137	1652	2118	4988	0	50	92	143	294	0	9	20	46	274	0	2	3	4	14	1834	1132
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T07:17:37Z	75.284645	2200	1964	1911	53	0.97301424	0.0062213526	145	578	1221	1964	0	0	0	0	0	4	5	7	14	50	0	6	10	18	30	674.671	5204.38676	8172.44421	13795.54512	23692.11971	42	985	1512	2030	5502	0	42	81	133	306	0	8	17	37	254	0	2	3	4	14	1663	970
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T08:51:32Z	75.788864	2218	1954	1895	59	0.96980554	0.006637263	160	419	1158	1954	0	0	0	0	0	4	5	7	15	50	0	5	10	17	30	666.17057	4998.74314	8134.53796	13797.54943	24702.64597	74	956	1500	2046	5049	0	38	78	130	311	0	7	16	37	253	0	2	2	4	13	1645	918
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F4_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T10:25:20Z	75.82675	2207	1869	1826	43	0.976993	0.00705547	140	420	1111	1869	0	0	0	0	0	4	5	7	14	49	0	6	10	18	30	653.90253	5137.54046	7847.28256	13796.54707	24524.60921	56	944	1492	2050	5376	0	38	82	131	326	0	7	17	38	264	0	2	2	4	14	1572	897
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T15:04:40Z	81.071495	706	1356	1202	154	0.8864307	0.002342751	47	82	919	1356	0	0	0	0	0	4	23	30	37	50	0	1	1	1	6	652.12304	901.5507	1186.88981	1518.92363	4375.88576	6	619	2532	3898	6275	0	5	16	25	72	0	1	3	8	52	0	1	1	2	9	650	243
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T16:38:35Z	80.912834	691	1360	1186	174	0.8720588	0.003032567	52	77	899	1360	0	0	0	0	0	7	23	30	37	50	0	1	1	1	6	651.13081	893.66014	1178.49113	1491.44339	4357.16606	6	672	2461	3842	6517	0	5	15	24	72	0	1	3	8	49	0	1	1	2	12	640	258
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F5_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T18:12:24Z	81.03251	686	1327	1167	160	0.87942725	0.0035378276	56	73	891	1327	0	0	0	0	0	6	23	31	38	49	0	1	1	1	6	649.79525	899.11582	1210.99968	1503.85325	4183.93152	2	628	2343	3894	6246	0	4	15	25	69	0	0	3	8	42	0	0	1	2	11	594	232
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T20:48:03Z	80.967	686	1353	1171	182	0.8654841	0.0031852387	56	119	888	1353	0	0	0	0	0	5	24	30	37	50	0	1	1	1	6	650.61815	889.16911	1176.01066	1503.52801	4351.70714	4	569	2383	3646	5498	0	5	15	25	72	0	1	4	9	43	0	1	1	3	8	666	322
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T22:21:58Z	80.982765	684	1351	1173	178	0.8682457	0.00262883	40	99	884	1351	0	0	0	0	0	10	25	31	38	50	0	1	1	1	6	650.04335	898.68964	1165.55388	1487.79533	4305.1151	4	636	2367	3566	5507	0	5	15	25	71	0	1	4	9	35	0	1	1	3	9	672	325
20181020_rmi049_75idPLRPS_APA_T-Reg_Nuc_F6_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-21T23:55:47Z	80.9515	668	1317	1114	203	0.8458618	0.0033245098	54	107	845	1317	0	0	0	0	0	6	23	30	37	50	0	1	1	1	6	654.08252	894.82409	1168.24858	1483.43655	4298.81669	7	586	2131	3567	5534	0	4	15	24	71	0	1	4	9	33	0	1	1	3	9	624	310
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F1_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T12:28:22Z	77.17812	2106	2759	2632	127	0.9539688	0.061183933	737	1652	845	2759	0	0	0	0	0	4	7	9	12	50	0	6	9	12	30	670.28337	6253.96291	8171.36836	10812.80686	21850.35821	11	968	1400	1955	5152	0	53	92	135	290	0	18	40	72	325	0	4	6	9	23	2497	2217
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F1_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T14:02:18Z	76.83115	2106	2651	2518	133	0.94983023	0.053219046	647	1546	859	2651	0	0	0	0	0	4	7	8	12	49	0	6	8	12	29	651.11131	5893.09611	8157.38884	10307.91694	24033.45057	15	1054	1465	2008	5271	0	55	95	135	345	0	19	40	76	381	0	4	6	9	25	2389	2109
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F1_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T15:36:08Z	77.070244	2123	2592	2462	130	0.9498457	0.046720058	566	1513	833	2592	0	0	0	0	0	4	6	8	12	21	0	6	8	12	30	651.11345	5768.98562	8159.37704	10735.6534	24366.94183	11	1039	1478	2011	5502	0	54	93	135	318	0	17	40	79	389	0	3	6	9	21	2316	2022
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F2_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T18:11:48Z	76.4556	2153	2473	2401	72	0.9708856	0.013443704	250	847	1285	2473	0	0	0	0	0	4	6	8	12	50	0	6	9	13	30	687.99336	5695.67742	8241.45408	11447.48405	27513.04617	89	952	1464	2115	5188	0	41	85	136	376	0	10	29	68	450	0	2	4	7	25	2149	1618
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F2_b	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T19:45:43Z	76.50687	2129	2483	2395	88	0.964559	0.012545979	240	1011	1260	2483	0	0	0	0	0	4	6	8	12	49	0	6	9	13	30	650.16676	5491.19247	8200.39224	11242.29743	25119.50171	67	948	1514	2159	6170	0	39	84	136	322	0	9	30	72	457	0	2	4	7	25	2144	1581
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F2_c	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-22T21:19:33Z	76.37562	2112	2578	2472	106	0.95888287	0.01138154	230	849	1326	2578	0	0	0	0	0	4	5	8	12	49	0	6	9	13	30	649.41902	5443.45846	8223.22839	11586.55612	24759.32831	25	851	1427	2099	5379	0	34	79	135	326	0	8	28	67	445	0	2	4	7	25	2126	1619
20181022_rmi049_75idPLRPS_APA_Mono_Nuc_F3_a	Orbitrap Fusion Lumos	FSN20169	TopFD	2018-10-23T01:58:54Z	74.68751	2122	2261	2179	82	0.96373284	0.011713783	203	681	1153	2261	0	0	0	0	0	4	5	8	13	49	0	6	10	14	30	685.19509	5623.13467	9015.21801	12310.9456	24742.77607	63	672	1203	1941	5666	0	24	64	130	245	0	4	19	67	495	0	1	4	7	25	1715	1245
